1.0	0.190350	0.878049
1.0	0.306657	-0.109413
1.0	0.017568	0.030917
1.0	0.122328	0.951109
1.0	0.076274	0.774632
1.0	0.614127	-0.250042
1.0	0.220722	0.807741
1.0	0.089430	0.840491
1.0	0.278817	0.342210
1.0	0.520287	-0.950301
1.0	0.726976	0.852224
1.0	0.180485	1.141859
1.0	0.801524	1.012061
1.0	0.474273	-1.311226
1.0	0.345116	-0.319911
1.0	0.981951	-0.374203
1.0	0.127349	1.039361
1.0	0.757120	1.040152
1.0	0.345419	-0.429760
1.0	0.314532	-0.075762
1.0	0.250828	0.657169
1.0	0.431255	-0.905443
1.0	0.386669	-0.508875
1.0	0.143794	0.844105
1.0	0.470839	-0.951757
1.0	0.093065	0.785034
1.0	0.205377	0.715400
1.0	0.083329	0.853025
1.0	0.243475	0.699252
1.0	0.062389	0.567589
1.0	0.764116	0.834931
1.0	0.018287	0.199875
1.0	0.973603	-0.359748
1.0	0.458826	-1.113178
1.0	0.511200	-1.082561
1.0	0.712587	0.615108
1.0	0.464745	-0.835752
1.0	0.984328	-0.332495
1.0	0.414291	-0.808822
1.0	0.799551	1.072052
1.0	0.499037	-0.924499
1.0	0.966757	-0.191643
1.0	0.756594	0.991844
1.0	0.444938	-0.969528
1.0	0.410167	-0.773426
1.0	0.532335	-0.631770
1.0	0.343909	-0.313313
1.0	0.854302	0.719307
1.0	0.846882	0.916509
1.0	0.740758	1.009525
1.0	0.150668	0.832433
1.0	0.177606	0.893017
1.0	0.445289	-0.898242
1.0	0.734653	0.787282
1.0	0.559488	-0.663482
1.0	0.232311	0.499122
1.0	0.934435	-0.121533
1.0	0.219089	0.823206
1.0	0.636525	0.053113
1.0	0.307605	0.027500
1.0	0.713198	0.693978
1.0	0.116343	1.242458
1.0	0.680737	0.368910
1.0	0.484730	-0.891940
1.0	0.929408	0.234913
1.0	0.008507	0.103505
1.0	0.872161	0.816191
1.0	0.755530	0.985723
1.0	0.620671	0.026417
1.0	0.472260	-0.967451
1.0	0.257488	0.630100
1.0	0.130654	1.025693
1.0	0.512333	-0.884296
1.0	0.747710	0.849468
1.0	0.669948	0.413745
1.0	0.644856	0.253455
1.0	0.894206	0.482933
1.0	0.820471	0.899981
1.0	0.790796	0.922645
1.0	0.010729	0.032106
1.0	0.846777	0.768675
1.0	0.349175	-0.322929
1.0	0.453662	-0.957712
1.0	0.624017	-0.169913
1.0	0.211074	0.869840
1.0	0.062555	0.607180
1.0	0.739709	0.859793
1.0	0.985896	-0.433632
1.0	0.782088	0.976380
1.0	0.642561	0.147023
1.0	0.779007	0.913765
1.0	0.185631	1.021408
1.0	0.525250	-0.706217
1.0	0.236802	0.564723
1.0	0.440958	-0.993781
1.0	0.397580	-0.708189
1.0	0.823146	0.860086
1.0	0.370173	-0.649231
1.0	0.791675	1.162927
1.0	0.456647	-0.956843
1.0	0.113350	0.850107
1.0	0.351074	-0.306095
1.0	0.182684	0.825728
1.0	0.914034	0.305636
1.0	0.751486	0.898875
1.0	0.216572	0.974637
1.0	0.013273	0.062439
1.0	0.469726	-1.226188
1.0	0.060676	0.599451
1.0	0.776310	0.902315
1.0	0.061648	0.464446
1.0	0.714077	0.947507
1.0	0.559264	-0.715111
1.0	0.121876	0.791703
1.0	0.330586	-0.165819
1.0	0.662909	0.379236
1.0	0.785142	0.967030
1.0	0.161352	0.979553
1.0	0.985215	-0.317699
1.0	0.457734	-0.890725
1.0	0.171574	0.963749
1.0	0.334277	-0.266228
1.0	0.501065	-0.910313
1.0	0.988736	-0.476222
1.0	0.659242	0.218365
1.0	0.359861	-0.338734
1.0	0.790434	0.843387
1.0	0.462458	-0.911647
1.0	0.823012	0.813427
1.0	0.594668	-0.603016
1.0	0.498207	-0.878847
1.0	0.574882	-0.419598
1.0	0.570048	-0.442087
1.0	0.331570	-0.347567
1.0	0.195407	0.822284
1.0	0.814327	0.974355
1.0	0.641925	0.073217
1.0	0.238778	0.657767
1.0	0.400138	-0.715598
1.0	0.670479	0.469662
1.0	0.069076	0.680958
1.0	0.294373	0.145767
1.0	0.025628	0.179822
1.0	0.697772	0.506253
1.0	0.729626	0.786519
1.0	0.293071	0.259997
1.0	0.531802	-1.095833
1.0	0.487338	-1.034481
1.0	0.215780	0.933506
1.0	0.625818	0.103845
1.0	0.179389	0.892237
1.0	0.192552	0.915516
1.0	0.671661	0.330361
1.0	0.952391	-0.060263
1.0	0.795133	0.945157
1.0	0.950494	-0.071855
1.0	0.194894	1.000860
1.0	0.351460	-0.227946
1.0	0.863456	0.648456
1.0	0.945221	-0.045667
1.0	0.779840	0.979954
1.0	0.996606	-0.450501
1.0	0.632184	-0.036506
1.0	0.790898	0.994890
1.0	0.022503	0.386394
1.0	0.318983	-0.152749
1.0	0.369633	-0.423960
1.0	0.157300	0.962858
1.0	0.153223	0.882873
1.0	0.360068	-0.653742
1.0	0.433917	-0.872498
1.0	0.133461	0.879002
1.0	0.757252	1.123667
1.0	0.309391	-0.102064
1.0	0.195586	0.925339
1.0	0.240259	0.689117
1.0	0.340591	-0.455040
1.0	0.243436	0.415760
1.0	0.612755	-0.180844
1.0	0.089407	0.723702
1.0	0.469695	-0.987859
1.0	0.943560	-0.097303
1.0	0.177241	0.918082
1.0	0.317756	-0.222902
1.0	0.515337	-0.733668
1.0	0.344773	-0.256893
1.0	0.537029	-0.797272
1.0	0.626878	0.048719
1.0	0.208940	0.836531
1.0	0.470697	-1.080283
1.0	0.054448	0.624676
1.0	0.109230	0.816921
1.0	0.158325	1.044485
1.0	0.976650	-0.309060
1.0	0.643441	0.267336
1.0	0.215841	1.018817
1.0	0.905337	0.409871
1.0	0.154354	0.920009
1.0	0.947922	-0.112378
1.0	0.201391	0.768894
